Pattern String;Comment;Pattern Category;Pattern Type;Where in website;Deceptive;Website Page
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.chronos-eshop.cz/Boccia-Titanium-prsten-0102-03-vel-65-d16719.htm
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.drevobarvy.cz/0-75-l-Balakryl-Voskovy-olej-natural-d370.htm
Zákazníci k tomuto zboží dále nakupují 11;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.adelanet.cz/VELKA-SRDICKOVA-SADA-SWAROVSKI-KRYSTALY-RUZOVE-d108.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.prooknaadum.cz/Parapet-venkovni-hlinik-extrudovany-90mm-d21.htm
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.monitorrs.cz/Monitorrs-Security-Starvis-IP-4-kamerovy-set-2-Mpix-GTube-6172K4-d1073.htm
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.zahrada-kh.cz/kovovy-stul-ZWMT-80-609-11-d9797.htm
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.manipulacni-technika-levne.cz/Paletovy-vozik-BFGn-2t-galvanicky-pokoveny-d15.htm
Zákazníci k tomuto zboží dále nakupují 35;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.mistyl.cz/24h-oblicejovy-krem-s-oslim-mlekem
Zákazníci k tomuto zboží dále nakupují 2;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.spokojenydomecek.cz/Stan-teepee-pro-deti-se-zviratky-sedo-ruzovy-d125.htm
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.akvariumruzicka-eshop.cz/FlorynCO2-250ml-d4515.htm
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.rajnaplni.cz/Multipack-5ks-Canon-CLI-526-a-PGI-525-kompatibilni-vcetne-cipu-d72.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.cernobilehracky.cz/cernobila-deka-s-hrazdickou-a-zrcadlovym-panelem-zviratka
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.belimeusmev.cz/https/www-belimeusmev-cz/belici-pasky-na-zuby-crest-3d-professional-effects-twin-pack-d2-htm-3
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.moreforyou.cz/quattro-for-women-bikini-holici-strojek-1-nahradni-hlavice/
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.intechna.cz/samsung-wind-free-comfort-ar09txfcawkneu
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.papirnictviuskoly.cz/Argus-Sacek-na-prezuvky-Train-1830-0262-d535.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.kinniecz.cz/Kinnie-0-50-litru-PET-baleni-12-kusu-03-2021-d13.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.acorelle.cz/parfemova-voda-sous-la-canopee-unisex-roll-on-10-ml
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.kockanebopes.cz/Calibra-Joy-Dog-Classic-Duck-Strips-80g-NEW-d244.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.ok-sperky.cz/Damsky-prsten-z-chirurgicke-oceli-R-M7596-d24287.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.vyudime.cz/Dolni-dil-velke-udirny-d12.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.znackoveoleje.cz/Castrol-EDGE-Professional-LongLife-III-5W-30-1l-d1804.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.mostovace.cz/mostovac-na-ovoce-hydraulicky-50-l
Zákazníci k tomuto zboží dále nakupují 2;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.brazilkeratin.cz/https/1789267390-eshop-rychle-cz/conditioner-loss-300-ml-d13-htm-listname-category-listposition-1
Zákazníci k tomuto zboží dále nakupují 7;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.rubikscube.cz/Kostka-3x3x3-MoYu-MoFangJiaoShi-Meilong-Timer-Cube-d13.htm
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.skolamarket.cz/Vyukova-krabicka-desetinna-cisla-d557.htm
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.coolcase.cz/Paradni-flip-pouzdro-Mobiwear-na-mobil-Samsung-Galaxy-A20s-M120S-Strom-a-ptacci-d1213248.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.pinec.cz/Andro-Fraser-pouzdro-na-1-palku-cervena-d3294.htm
Zákazníci k tomuto zboží dále nakupují 2;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.jedemesdetmi.cz/Rukavnik-ke-kocarku-rukavice-cerny-Golf-d112.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.prokytky.eu/Erba-Prime-60-cm-d3905.htm
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.myvalin.cz/Probioticky-praci-gel-500-ml-d31.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.centrobal.cz/Lepici-paska-transparent-MUROLL-48-mm-Hotmelt-d251.htm
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.prazimekavu.cz/jednodruhovekavy/darkovyset/stredniajizniamerika
Zákazníci k tomuto zboží dále nakupují 21;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.alarmprodej.cz/Minialarm-PITBULL-ALARM-PRO-d509.htm
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.formanaolovo.cz/https/www-formanaolovo-cz/forma-na-olovo-pro-lov-drop-shotem-1-8-3-5-5-7-10-14-18g-d210-htm
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.orhit.cz/Mezizubni-kartacek-OrHit-sada-3-ruznych-kartacku-tenke-rukojet-HS-I-d27.htm
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.brotherservis.cz/Lenovo-Thinkbook-15-IIL-i5-1035G4-8GB-256GB-SSD-15-6-FHD-W10H-d765.htm
Zákazníci k tomuto zboží dále nakupují 7;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.naturecosmetic.cz/Bioearth-pletova-obnovujici-maska-se-snecim-extraktem-15ml-d895.htm
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.fotoalbumshop.cz/ELEGANT-COTTON-DARK-ALBUM-P60st-30x31-TURNOWSKY-d26.htm
Zákazníci k tomuto zboží dále nakupují 2;In a popup;Misdirection;Pressured selling;Product detail;No;https://eshop.cedrops.cz/CEDR-Polstar-zavazovaci-krava-45x43-cm-d404.htm
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.amosek.cz/Matika-do-kapsy-Pocitani-z-hlavy-3-Mala-nasobilka-a-deleni-d2047.htm
Zákazníci k tomuto zboží dále nakupují 12;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.elektroservismencik.cz/KENWOOD-STRUHADLO-JULIENNE-NUDLICKY-d2141.htm
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.jankusport.cz/Elektrokolo-Maxbike-Freya-27-5-16-5-seda-d6927.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.stavebninydk1.cz/mineralni-vata-izolace-knauf-naturoll-pro-039-tl-100-mm
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.minibaby.cz/3-dilna-holcici-bavlnena-souprava-New-Baby-Cool-Girls-modro-ruzova-98-2-3r-d81027.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://shop.sanima.cz/Termovize-Axion-Key-XM30-d112.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.kosmetikamiaka.cz/Eveline-cosmetics-Clean-Your-skin-Lehky-matujici-a-hydratacni-krem-na-oblicej-75-ml-d170.htm
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.jewellis.cz/Ocelovy-minimalisticky-set-s-krystaly-Swarovski-Majestic-Blue-d1371.htm
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.vml.audio/Visaton-GF-200-2x4-Ohm-d25.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.diablomoto.cz/Daytona-vyhrivane-rukojeti-gripy-pro-motocykly-22-mm-d890.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.toplatky.cz/dekoracni-latka-Blackout-sire-280cm-d174.htm
Zákazníci k tomuto zboží dále nakupují 8;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.ceske-zdravi.cz/okg-factor-base-60-kapsli
Zákazníci k tomuto zboží dále nakupují 7;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.sten-kovani.cz/velka-puloliva-alt-wien-antique-cerna-d213-htm
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.hairfor2.cz/HAIRFOR2-pack-Zahustovac-vlasu-Fixator-d9.htm
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.zelenyobchod.cz/spirulina-aktif-spirulina-platensis
Zákazníci k tomuto zboží dále nakupují 9;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.talode.cz/LUXUSNI-BAVLNENE-POVLECENI-MARUSKA-BEZOVA-140X200-70X90cm-POVLAK-NA-POLSTAREK-ZDARMA-d31410.htm
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.4fpvquad.cz/t-motor-blackbird-v2-2207-2800kv
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.familydogs.cz/Bouda-pro-psa-drevena-rovna-strecha-L-116x82x79cm-TRIXIE-d4051.htm
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.jakdekorovat.cz/Ohebna-osvetlovaci-lista-ORAC-DECOR-CX188F-d387.htm
Zákazníci k tomuto zboží dále nakupují 2;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.moleskine.cz/Moleskine-Studio-zapisnik-Dinara-Mirtalipova-linkovany-L-d2260.htm
Zákazníci k tomuto zboží dále nakupují 2;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.mladatko.cz/PRONAJEM-Novorozenecka-postylka-polohovatelna-MIMI-Linet-d25.htm
Zákazníci k tomuto zboží dále nakupují 2;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.nabytekhejda.cz/nabytek-hejda/eshop/14-1-levitujici-postele/0/5/12-levitujici-postel-Elisa-SMRK
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.foker.cz/Regulator-tlaku-Y-FK-20-60-mbar-4-kg-d73.htm
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.koupelna-shop.cz/Podlahova-vanova-baterie-1071-RETRO-se-sprchovym-setem-chrom-d166.htm
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.kvalitnirukavice.cz/Rukavice-NAPA-2-1432-cerna-cervena-d1356.htm
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.naradi-diamec.cz/Hervisa-Perles-CMP-2kW-Pohonna-jednotka-pro-mechanicky-ponorny-vibrator-d1.htm
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.pohlednicecr.cz/Pohlednice-Sobotka-Letohradek-Humprecht-d377.htm
Zákazníci k tomuto zboží dále nakupují 2;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.vanocnivyzdoba.cz/Svetelny-retez-LED-PL-240-14M-13-tepla-bila-do-ruzova-BK-14m-240-LED-krizovy-konektor-VYPRODEJ-d430.htm
Zákazníci k tomuto zboží dále nakupují 2;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.naukahrou.cz/VYJMENOVANA-SLOVA-naucna-laminovana-tabulka-A5-d197.htm
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.apuapu.cz/Rajska-s-hovezim-masem-2-porce-600g-d64.htm
Zákazníci k tomuto zboží dále nakupují 2;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.kovys-moto.com/REGULATOR-ELECTROSPORT-TRIUMPH-BONNEVILLE-01-17-SPEEDMASTER-03-17-THRUXTON-900-04-17-d180.htm
Zákazníci k tomuto zboží dále nakupují 2;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.besta-shop.cz/Flippin-Silikonova-forma-na-livance-volska-oka-a-mini-palacinky-24-cm-d6175.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.sikulove.cz/mulcovaci-netkana-textilie-cerna-1-6-m-zakaznicky-rozmer
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.dummybear.cz/Balicek-se-SLEVOU-A-DARKEM-Bambilion-Hura-ven-Dalsi-prosim-d39.htm
Zákazníci k tomuto zboží dále nakupují 2;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.zahradaspecial.cz/LAVICKA-masivni-Dubova-d179.htm
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.cpplus.cz/CP-UVR-1601L1B-4KH-Sestnactikanalovy-5v1-4K-DVR-s-kompresi-H-265-analog-HDCVI-AHD-TVI-IP-d377.htm
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.krmivaaslan.cz/Primordial-GF-Adult-Buffalo-and-Mackerel-12-kg-d70.htm
Zákazníci k tomuto zboží dále nakupují 4;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.spopo.cz/black-diamond-distance-4l-hydration-vest-black
Zákazníci k tomuto zboží dále nakupují 2;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.dobrekavy.cz/Simon-Levelt-Espresso-Extra-Dark-zrnkova-kava-500-g-d158.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.ok-snubniprsteny.cz/Luxusni-wolframove-prsteny-s-Lapis-lazuli-d3337.htm
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.dekoraceslaskou.cz/Kartonovy-kufrik-pastelove-ruzovy-d155.htm
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.centrumnosicu.cz/Nosic-kol-na-tazne-zarizeni-Atera-Strada-Sport-M3-d117.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.pivomil.cz/Darkova-sada-lahev-6-ks-sklenky-SWAROVSKI-se-jmeny-d1277.htm
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.naradi-rychle.cz/Aku-vytlacovaci-pistole-AEG-BKP18C-310LI-201B-18V-d1245.htm
Zákazníci k tomuto zboží dále nakupují 5;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.stanyprodeti.cz/POPPY-Detske-teepee-Mentol-s-minipuntiky-d367.htm
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.vanocnilucernicky.cz/LED-LUCERNICKY-BILE-svetelny-retez-komplet-s-napajecim-adapterem-d11.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.top-podprsenky.cz/Damske-kalhotky-Leilieve-4755-s-krystalkem-Swarovski-2-barvy-d1048.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.turboprovas.cz/Turbodmychadlo-Land-Rover-Evoque-2-2-TD4-110kW-140kW-TURBO-49477-01214-LR065510-REPAS-d2092.htm
Zákazníci k tomuto zboží dále nakupují 1;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.muslinablaho.cz/Kakaove-krupinky-bez-lepku-250g-d5.htm
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.megavyprodeje.cz/Kvalitni-velky-outdoor-turisticky-batoh-AOKING-40L-cerny-d2729.htm
Zákazníci k tomuto zboží dále nakupují 11;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.sipkar.cz/SISALOVY-TERC-WINMAU-BLADE-5-DUAL-CORE-d5838.htm
Zákazníci k tomuto zboží dále nakupují 3;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.inhair.cz/evolution/236-evolution-placentove-ampule-proti-vypadavani-edelstein-8018615023033-html
Zákazníci k tomuto zboží dále nakupují 6;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.nastennehodiny.net/Kyvadlovy-hodinovy-strojek-UTS-16-2-mm-d100.htm
Zákazníci k tomuto zboží dále nakupují 8;In a popup;Misdirection;Pressured selling;Product detail;No;https://www.zeleneploty.cz/BOBKOVISEN-okrasna-cervene-zihana-dilec-50-x-50-cm-d2201.htm
