Pattern String;Comment;Pattern Category;Pattern Type;Where in website;Deceptive;Website Page;Domain
Pokud nakoupíte ještě alespoň za 4 609,00 CZK budete mít dopravu zdarma.;;Misdirection;Pressured Selling;Cart Detail;No;http://www.led-elektronika.cz/?action=detail&id=ID34480&catg=0;www.led-elektronika.cz
Pokud objednáte ještě zboží za dalších 1 500 Kč, budete mít dopravu zdarma!;;Misdirection;Pressured Selling;Cart Detail;No;http://www.silic.cz/index.php?route=checkout/cart;www.silic.cz
Poslední kus;Not deceptive, because the stock shrank over time.;Scarcity;Low-stock Message;Product Detail;No;https://www.bikeranch.cz/giro-prilba-register-mips-highlight-yellow;www.bikeranch.cz
Poslední kus / kusy;Deceptive because number of goods were 9;Scarcity;Low-stock Message;Product Detail;Yes;https://www.rescue-store.cz/respiratory/respirator-tvarovany-3m-8835--ffp3-vydechovy-ventilek/;www.rescue-store.cz
Poslední kus skladem  21. 6. 2021 u vás;;Scarcity;Low-stock Message;Product Detail;No;https://www.odkarla.cz/deskova-hra-hasbro-gaming-flottenmanover;www.odkarla.cz
Poslední kusy v EU;;Scarcity;Low-stock Message;Product Detail;??;https://www.kutiliste.cz/sklenik-gutta-gardentec-classic-rozmery-2-x-3-m-zaskleni-polykarbonat-4-mm;www.kutiliste.cz
Poslední kusy!;Product detail;Scarcity;Low-stock Message;Cart Detail;No;https://inter-deco.cz/cs_CZ/basket;inter-deco.cz
Pospěšte si! Lidé před Vámi si už vytočili 99 % z celkového počtu odměn!;The percentage is still the safe after a month;Scarcity;High-demand Message;Product Detail;Yes;https://www.suplementy.cz/akce-1-1-zdarma/allnature-2x-spanek-bylinny-lihovy-extrakt-50ml/;www.suplementy.cz
Používáme soubory cookie;User cannot disagree;Forced Action;Forced Enrollment;Product Detail;No;https://www.buddytoys-eshop.cz/domecky-skluzavky-houpacky/domecek-magical-sed-buddy-toys-bot-1011;www.buddytoys-eshop.cz
Používáme soubory cookie;Hidden in the footer of the website;Misdirection;Visual Interference;Product Detail;No;https://www.buddytoys-eshop.cz/domecky-skluzavky-houpacky/domecek-magical-sed-buddy-toys-bot-1011;www.buddytoys-eshop.cz
Používáme soubory cookie;User cannot disagree;Forced Action;Forced Enrollment;Product Detail;No;https://www.buxton-eshop.cz/sluchatka-pres-hlavu/bhp-9500-anc-bt-sluchatka-buxton;www.buxton-eshop.cz
Používáme soubory cookie;Hidden in the footer of the website;Misdirection;Visual Interference;Product Detail;No;https://www.buxton-eshop.cz/sluchatka-pres-hlavu/bhp-9500-anc-bt-sluchatka-buxton;www.buxton-eshop.cz
Používáme soubory cookie;User cannot disagree;Forced Action;Forced Enrollment;Product Detail;No;https://www.ergobaby-eshop.cz/domecky-skluzavky-houpacky/domecek-magical-sed-buddy-toys-bot-1011;www.ergobaby-eshop.cz
Používáme soubory cookie;Hidden in the footer of the website;Misdirection;Visual Interference;Product Detail;No;https://www.ergobaby-eshop.cz/domecky-skluzavky-houpacky/domecek-magical-sed-buddy-toys-bot-1011;www.ergobaby-eshop.cz
Počet lidí prohlížejících si produkt: 6;;Social Proof;Activity Message;Product Detail;Yes;https://www.cool-ceny.cz/elektricky-zastrihovac-na-domaci-mazlicky-pet-clipper-3460;www.cool-ceny.cz
Pravě teď zakoupili 2 zákazníci;Deceptive, time range is probably to wide;Scarcity;High-demand Message;Product Detail;Yes;https://www.xdomacnost.cz/nalepovaci-drzak-na-mop-bily-p-3516.html;www.xdomacnost.cz
Pravě teď zakoupili 4 zákazníci;Deceptive, time range is probably to wide;Scarcity;High-demand Message;Product Detail;Yes;https://www.bestdarky.cz/svitici-vetvicky-orchideje-p-8433.html;www.bestdarky.cz
Pro anonymní měření návštěvnosti používáme cookies podle našich podmínek ochrany soukromí.;;Forced Action;Forced Enrollment;Product Detail;No;https://www.ceskeumeni.com/Zampach-Stanislav-Svetlo-v-bazilice-d10151.htm;www.ceskeumeni.com
Pro dopravu ZDARMA zbývá ještě nakoupit za 450 Kč vč. DPH;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.fandora.cz/westmark-mlynek-na-sul-a-pepr-nerezovy-traditionell;www.fandora.cz
Pro dopravu zdarma nakupte ještě za 1 412 Kč;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.harera.cz/awa-superfoods-cizrna-500g-p9341/;www.harera.cz
Pro váš pohodlný nákup využíváme soubory cookie. Prohlížením Znackovysatnik.cz potvrzujete, že jste se obeznámili s tím, co cookies jsou a jak je můžete odmítnout. Souhlasím;Cookie bar;Forced Action;Forced Enrollment;Product Detail;No;https://www.znackovysatnik.cz/damske/kabelky-a-tasky/damske-kabelky/;www.znackovysatnik.cz
Pro zvyšování Vaší spokojenosti využívá náš web soubory cookies, které slouží k měření funkčnosti a poskytování služeb. Používáním webu souhlasíte s využíváním cookies. OK;Cookie bar;Forced Action;Forced Enrollment;Product Detail;No;https://www.timex-hodinky.com/roamer-508293471505/;www.timex-hodinky.com
Pro zvyšování Vaší spokojenosti využívá náš web soubory cookies, které slouží k měření funkčnosti a poskytování služeb. Používáním webu souhlasíte s využíváním cookies.  více informací  rozumím;Cookie bar;Forced Action;Forced Enrollment;Product Detail;No;https://www.emporiolashes.cz/sampon-pro-podporu-vlasoveho-rustu/;www.emporiolashes.cz
Pro zvyšování vaší spokojenosti využívá náš web soubory cookies, které slouží k měření funkčnosti a poskytování služeb. Používáním webu souhlasíte s využíváním cookies. OK;Cookie bar;Forced Action;Forced Enrollment;Product Detail;No;https://www.zdrava-mast.cz/pripravky-na-problematickou-plet/;www.zdrava-mast.cz
Pro základní funkčnost, zpříjemnění používání webu, analytické účely a v případě udělení souhlasu také pro účely cílení reklamy využíváme soubory cookies. Nastavení vlastních preferencí cookies můžete kdykoli upravit odkazem ve spodní části stránek.;Cookie bar;Forced Action;Forced Enrollment;Product Detail;No;https://www.camelion-dekorace.cz/TOU0005-L-Oiseau-Bateau-Kamarad-na-dudlicek-Divka-s-fuchsiovymi-vlasky-d397.htm;www.camelion-dekorace.cz
Pro základní funkčnost, zpříjemnění používání webu, analytické účely a v případě udělení souhlasu také pro účely cílení reklamy využíváme soubory cookies. Nastavení vlastních preferencí cookies můžete kdykoli upravit odkazem ve spodní části stránek.;Cookie bar;Forced Action;Forced Enrollment;Product Detail;No;https://www.kefija.cz/kefija/eshop/0/0/5/575-Bialetti-Dama-Glamour-Azzurra-na-3-salky-POSLEDNI-KUS-SKLADEM-AKCE-SLEVA#;www.kefija.cz
Pro získání slevy 5% stačí nakoupit ještě za 731 Kč;;Misdirection;Pressured Selling;Cart Detail;No;https://www.epostape.cz/kinezioepostape-hedvabi-5-cm-x-5-m-tmave-modra;www.epostape.cz
Prodalo se již 4252 kusů;;Social Proof;Activity Message;Product Detail;??;https://www.nakupik.cz/p/5186102-posilovaci-gumy-fit-bands-sada-11-kusu;www.nakupik.cz
Prodalo se již 7 kusů;;Social Proof;Activity Message;Product Detail;No;https://www.lopra.cz/p/5175801-francouzske-povleceni-saten-220x200-70x90cm-sonet-grey-vyber-zapinani-zipovy-uzaver;www.lopra.cz
Prodloužená záruka  Máš strach z poruchy? Prodluž si standardní záruční dobu o 1, 2 nebo 3 roky a poškozený výrobek ti zdarma opravíme nebo vyměníme za jiný!;;Misdirection;Pressured Selling;Cart Detail;No;https://www.muziker.cz/poc-joint-vpd-2-0-knee-uranium-black-xl;www.muziker.cz
Produkt si již zakoupilo 355 zákazníků;Uncertain origin of information;Social Proof;Activity Message;Product Detail;??;https://www.pepovasleva.cz/pece-o-telo/multifunkcni-zehlicka-na-vlasy-a-vousy-styler-men/;www.pepovasleva.cz
Produkt si právě prohlíží 4 zákazníci;A different value with a reload of the page;Social Proof;Activity Message;Product Detail;Yes;https://www.pepovasleva.cz/pece-o-telo/multifunkcni-zehlicka-na-vlasy-a-vousy-styler-men/;www.pepovasleva.cz
Prohlašuji, že jsem se seznámil/a se Zásadami zpracování osobních údajů a s Obchodními podmínkami.;;Forced Action;Forced Enrollment;Checkout Process;Yes;https://postovnezdarma.cz/kosik/3/;postovnezdarma.cz
Prohlašuji, že jsem se seznámil/a se Zásadami zpracování osobních údajů a s Obchodními podmínkami.;;Forced Action;Forced Enrollment;Checkout Process;Yes;https://skladovky.cz/kosik/3/;skladovky.cz
Prohlášení o webu Obchodní podmínky Mapa stránek Nákupní košík Cookies Ochrana osobních údajů;Cookie bar;Forced Action;Forced Enrollment;Product Detail;No;https://www.lemberk.cz/eshop/ochranna-bezpecnostni-prepazka-korona;www.lemberk.cz
Předobjednejte si včas herní konzoli Playstation 5 Klikněte a předobjednejte si PS5 ✓ Notifikuj x;;Scarcity;Low-stock Message;Product Detail;??;https://gametip.cz/herni-centrum/herni-zarizeni/herni-konzole/sony-playstation-5/;gametip.cz
Při pokračování v nákupu souhlasíte a potvrzujete, že jste se seznámil s obchodními podmínkami a se zásadami zpracování osobních údajů;;Forced Action;Forced Enrollment;Cart Detail;No;https://www.znackovysatnik.cz/objednavka;www.znackovysatnik.cz
Při poskytování služeb nám pomáhají soubory cookie. Používáním našich služeb vyjadřujete souhlas s naším používáním souborů cookie. Rozumím;;Forced Action;Forced Enrollment;Product Detail;No;https://mimijumi.cz/produkty/7-velka-sada-mimijumi-lahvicky-mimijumi-savicky-mimijumi.html;mimijumi.cz
Při poskytování služeb nám pomáhají soubory cookies. Používáním našich služeb souhlasíte s využíváním cookies. Děkujeme Vám.;Cookie bar;Forced Action;Forced Enrollment;Product Detail;Yes;https://eshop.alfafit.cz/muscle-sport-night-extralong-protein-2270-g-doprava-ceskou-postou-nebo-zasilkovna-zdarma/;eshop.alfafit.cz
Přidejte do košíku zboží za 492,22 Kč a získejte dopravu zdarma!;;Misdirection;Pressured Selling;Cart Detail;No;https://www.neznehratky.cz/cs/quick-order;www.neznehratky.cz
Přihlašte se k odběru novinek a získejte 5% slevu na příští nákup.;Popup;Misdirection;Pressured Selling;Product Detail;No;https://www.e-potisk.cz/darky-pro-instalatery-a-elektrikare/panske-tricko-hodinova-sazba-elektrikar/;www.e-potisk.cz
Přihoď si užitečný doplněk se slevou 10%;;Misdirection;Pressured Selling;Cart Detail;No;https://www.innocentstore.cz/kosik/product?id_product=13603;www.innocentstore.cz
Původní cena při zařazení do prodeje nebo doporučená prodejní cena;User may think about the price before the discount;Misdirection;Pressured Selling;Product Detail;No;https://www.kralovske-spani.cz/ortopedicky-klin-perfect-podnoznik-p-5179.html;www.kralovske-spani.cz
RRP;Might not be a discount;Misdirection;Visual Interference;Product Detail;No;https://fitanu.com/cz/d-msk-obuv-rs-fast-pop-wn-s-puma-37513502-puma-4063697673366;fitanu.com
Radek z Prahy má dokončenou objednávku před 3 hodinami  od Notifikuj x;;Social Proof;Activity Message;Product Detail;??;https://www.rewer.cz/spokey-volver-elektricka-kolobezka-cervena--kolecka-8-baterie-7-8-ah--do-120-kg/;www.rewer.cz
Rezervace skončila – objednejte ihned;;Misdirection;Pressured Selling;Cart Detail;No;https://www.mall.cz/kosik?c=1;www.mall.cz
Rezervováno ještě 19:36;;Misdirection;Pressured Selling;Cart Detail;No;https://www.mall.cz/kosik?c=1;www.mall.cz
Rybářské potřeby USUMCE.CZ Pro základní funkčnost, zpříjemnění používání webu, analytické účely a v případě udělení souhlasu také pro účely cílení reklamy využíváme soubory cookies. Nastavení vlastních preferencí cookies můžete kdykoli upravit v nastavení svého prohlížeče.;;Forced Action;Forced Enrollment;Product Detail;No;https://usumce.cz/silony-vlasec/201931-milo-fortress-special-competition-010-mm-50m-130kg-8522500000677.html;usumce.cz
Rádi bychom vám zobrazovali oznámení o nejnovějších zprávách a aktualizacích.;Popup for sending notifications;Misdirection;Visual Interference;Product Detail;No;https://postovnezdarma.cz/318299-setmagnetickychrasaocnilinky-mr01;postovnezdarma.cz
Rádi bychom vám zobrazovali oznámení o nejnovějších zprávách a aktualizacích.;Popup for sending notifications;Misdirection;Visual Interference;Product Detail;No;https://skladovky.cz/231985-damskebotynaplatforme-beckky-atg;skladovky.cz
S cílem usnadnit uživatelům používat naše webové stránky využíváme cookies. Používáním našich stránek souhlasíte s ukládáním souborů cookie na vašem počítači / zařízení. Nastavení cookies můžete změnit v nastavení vašeho prohlížeče. Potvrdit;Cookie bar;Forced Action;Forced Enrollment;Product Detail;No;https://www.altrishop.cz/Altrient-Magnesium-Magtein-lipozomalni-doplnek-stravy-d16.htm;www.altrishop.cz
S rychlou registrací potvrzujete souhlas se zpracováním osobních údajů a souhlas s občasným zasláním zpravodaje.;Buying a product without a registration leads to a signing for newsletter;Forced Action;Forced Enrollment;Cart Detail;No;https://www.omat.cz/kovova-obdelnik-na-sirku/50x60x20cm;www.omat.cz
S tímto produktem naši zákazníci nejčastěji kupují;In popup;Misdirection;Pressured Selling;Product Detail;??;https://www.akoupelnyatopeni.cz/koupelny/sanswiss-ronal-marblemate-sprchova-vanicka-ctvrtkruhova-100-100-cm-bila-wmr55100004;www.akoupelnyatopeni.cz
S tímto produktem naši zákazníci nejčastěji kupují;;Misdirection;Pressured Selling;Product Detail;??;https://www.rent.cz/eglo-78975-led-venkovni-nastenne-svitidlo-doninni-1xled-6w-230v-ip44/;www.rent.cz
Sleva -21%! Nepropásněte unikátní slevu na BIO olej proti vráskám. Chci omládnout ✓ Notifikuj x;Popup notification;Misdirection;Pressured Selling;Product Detail;No;https://www.memoa.cz/pece-o-vlasy/keratinova-maska-na-vlasy-s-kofeinem-vivapharm-200-ml/;www.memoa.cz
Sleva na tento nákup 300Kč VOUCHER;;Misdirection;Pressured Selling;Checkout Process;No;https://www.eroticke-pomucky.com/?action=pad&error=paypal;www.eroticke-pomucky.com
Sleva na tento nákup 300Kč VOUCHER;Countdown time for voucher;Urgency;Countdown Timer;Checkout Process;No;https://www.eroticke-pomucky.com/?action=pad&error=paypal;www.eroticke-pomucky.com
Souhlasím s nákupním řádem a beru na vědomí zpracování osobních údajů za účelem vyřízení objednávky.;;Forced Action;Forced Enrollment;Checkout Process;No;https://www.ceskeumeni.com/osobni-udaje-informacni-povinnost;www.ceskeumeni.com
Souhlasím s obchodními podmínkami a beru na vědomí zpracování osobních údajů pro účel vyřízení objednávky;;Forced Action;Forced Enrollment;Checkout Process;No;https://www.probazen.com/objednavka/;www.probazen.com
Souhlasím s obchodními podmínkami a beru na vědomí zpracování osobních údajů pro účel vyřízení objednávky.;;Forced Action;Forced Enrollment;Checkout Process;No;https://www.dekolamp.cz/kosik/detail.htm;www.dekolamp.cz
Souhlasím s obchodními podmínkami a beru na vědomí zpracování osobních údajů pro účel vyřízení objednávky.;;Forced Action;Forced Enrollment;Checkout Process;No;https://www.krbykrbovevlozky.com/kosik/detail.htm;www.krbykrbovevlozky.com
Souhlasím s obchodními podmínkami a beru na vědomí zpracování osobních údajů pro účel vyřízení objednávky.;;Forced Action;Forced Enrollment;Checkout Process;No;https://www.tiskarny-tonery-kopirky.cz/kosik/detail.htm;www.tiskarny-tonery-kopirky.cz
Souhlasím s obchodními podmínkami a beru na vědomí zpracování osobních údajů pro účel vyřízení objednávky.;;Forced Action;Forced Enrollment;Product Detail;No;https://www.zmrzlinovy-stroj.cz/produkty/kosik.html#;www.zmrzlinovy-stroj.cz
Souhlasím s obchodními podmínkami a beru na vědomí zpracování osobních údajů pro účel vyřízení objednávky. *;;Forced Action;Forced Enrollment;Checkout Process;No;http://www.limansport.cz/platba-a-fakturacni-udaje/;www.limansport.cz
Souhlasím s obchodními podmínkami a beru na vědomí zpracování osobních údajů.*;;Forced Action;Forced Enrollment;Checkout Process;No;https://www.altrishop.cz/altrient/e-finish/;www.altrishop.cz
Souhlasím s obchodními podmínkami a se zpracováním osobních údajů pro účely registrace a vyřízení objednávek;;Forced Action;Forced Enrollment;Checkout Process;No;https://www.bambutik.cz/rychla-objednavka;www.bambutik.cz
Souhlasím se zasíláním novinek, soutěží a dalších informací (max. 2x měsíčně);Checked newsletter subscription by default;Forced Action;Forced Enrollment;Checkout Process;No;https://www.moje-pradlo.cz/zakaznik/kosik-zakaznik;www.moje-pradlo.cz
Souhlasím se zpracováním osobních údajů pro marketingové účely (včetně newsletteru a profilování).;;Misdirection;Visual Interference;Checkout Process;No;https://kvetinyexpres.cz/pokladna/;kvetinyexpres.cz
Souhlasím se zásadami zpracování osobních údajů;User is forced to accept more than is needed. For marketing and newsletter;Forced Action;Forced Enrollment;Checkout Process;No;https://www.jumboshop.cz/index.php?route=checkout/step_2;www.jumboshop.cz
Speciální akce: -34% končí za: 17d: 16h: 29m;The discount is lower by 5 % after the timer is gone;Urgency;Countdown Timer;Product Detail;No;https://www.f-mobil.cz/p/hodinky-huawei-watch-gt-2-42mm-rose-gold-milanese-reminek;www.f-mobil.cz
Stačí, když zadáte svůj e-mail, a my vám na něj hned posíláme SLEVU 100 Kč.;In a popup when leaving the page;Misdirection;Pressured Selling;Product Detail;No;https://www.koralky.cz/stribrna-ketlovaci-jehla-s-kulickou-20x0-8mm-c-371;www.koralky.cz
Stejně jako všechny jiné e-shopy, které používají košík, ani my se neobejdeme bez použití cookiesRozumím;Cookie bar;Forced Action;Forced Enrollment;Product Detail;No;https://www.zdravi-vitaminy-doplnky.cz/eshop/detoxikace-cisteni-organizmu/pampeliska-smetanka-lekarska-koren-100g-detail;www.zdravi-vitaminy-doplnky.cz
TIP: Nakupte ještě za 5 505 Kč a získáte dopravu zdarma;;Misdirection;Pressured Selling;Cart Detail;No;https://www.atan.cz/kosik;www.atan.cz
Tento dárek dnes zakoupil 1 zákazník;;Social Proof;Activity Message;Product Detail;??;https://manboxeo.cz/eshop/detail/8941-dreveny-skladaci-3d-model-kinetic-globe;manboxeo.cz
Tento dárek si právě prohlíží 3 zákazníci;;Social Proof;Activity Message;Product Detail;??;https://manboxeo.cz/eshop/detail/8941-dreveny-skladaci-3d-model-kinetic-globe;manboxeo.cz
